,Word,Count
46981,raynham,6
62666,webmasters,6
43845,pipped,6
16150,decrying,6
56382,swanky,6
61674,vigilantes,6
56379,swanepoel,6
2490,9688522,6
7833,beru,6
56369,swallowing,6
7843,besiktas,6
16137,decreasing,6
16125,decorating,6
16105,decoder,6
7874,beth,6
7876,bethel,6
7900,bettors,6
18909,e99,6
61182,validity,6
16060,decibel,6
49083,rituals,6
62636,weave,6
56254,surreal,6
22322,firmware,6
61686,viii,6
56228,surgeries,6
56207,suretype,6
8042,bigwigs,6
49128,rl,6
2975,aci,6
43916,pittsburg,6
22380,fittest,6
22388,fitzpatrick,6
22392,fivefold,6
56455,sweetening,6
43752,pilkadaris,6
18811,dva,6
2929,accumulate,6
22474,flashback,6
2493,9690404,6
43761,pillow,6
18825,dvr,6
22459,flanker,6
7708,benetton,6
56469,sweltering,6
7711,bengal,6
46956,ravenous,6
7723,benito,6
43798,pinewood,6
22397,fixated,6
48995,rikl,6
46951,ravaging,6
56450,sweeten,6
16191,defaced,6
7736,benschoten,6
4469,amstelveen,6
16189,deerfield,6
18839,dwell,6
56442,sweeney,6
56431,sweats,6
22407,fixtures,6
56428,sweater,6
7776,bering,6
22720,flushed,6
12959,coffey,6
7177,batons,6
18660,dues,6
48753,revolts,6
18718,dunham,6
2890,accomplices,6
7229,bautista,6
16509,demolishes,6
48756,revolutionise,6
7208,battlegrounds,6
16533,demoted,6
48784,rewrites,6
7231,bavarian,6
18678,dulko,6
16485,demilitarized,6
47080,realigns,6
43500,pharmacare,6
43505,pharmacists,6
57049,tarmac,6
16507,demolish,6
22739,flyhalf,6
48780,reworked,6
56960,tangle,6
56949,tanasugarn,6
1630,50km,6
16470,demeanor,6
47107,realpages,6
4555,ancestral,6
7142,bassett,6
51279,sed,5
51290,sediment,5
51308,seeding,5
60784,uploaders,5
51315,seeker,5
37238,mildly,5
16164,deductibles,5
14757,cramming,5
13682,confessions,5
16173,deems,5
683,1ghz,5
48999,riled,5
17567,disgusted,5
49000,riles,5
2880,accommodating,5
17578,dishonorable,5
38804,mutant,5
48703,reverend,5
28769,immensely,5
15828,davarryl,5
28767,immelt,5
15185,ctb,5
26888,heaving,5
17600,dislocating,5
13684,confidant,5
17588,disintegration,5
17596,dislike,5
28801,immunization,5
47970,reload,5
47962,relish,5
49267,rockville,5
17652,dispensing,5
37211,miikka,5
37203,migratory,5
13600,concoction,5
38540,mukherjee,5
13598,concocted,5
13580,concerts,5
3402,aes,5
3404,aesthetic,5
49262,rockland,5
16153,dedham,5
13545,conceal,5
61145,vaguely,5
28832,impatiently,5
37215,mika,5
38796,mustard,5
63763,wretched,5
37226,mikko,5
51323,seeping,5
17644,dispatchers,5
13635,condom,5
51325,seer,5
28763,immaturity,5
49954,sac,5
16163,deductible,5
63466,wmr,5
61198,valuations,5
61134,vacuums,5
61247,vanquished,5
49013,ringback,5
37220,mikerevic,5
17648,dispelled,5
27732,honestly,5
27748,honking,5
49296,roenick,5
37264,milken,5
49354,rollup,5
2721,abolish,5
862,237,5
50178,saloon,5
48077,rene,5
14951,cristian,5
51129,sdo,5
50172,salmons,5
3338,adversary,5
37326,mimicking,5
51166,seams,5
17466,disciples,5
39240,navigators,5
17481,discomfort,5
51169,seanez,5
49922,saaeed,5
61124,vaccinating,5
49911,s3,5
13901,conspicuous,5
15715,daredevil,5
63739,wreaking,5
2736,abortive,5
17359,dippenaar,5
39187,natives,5
28691,illusion,5
61385,velupillai,5
61387,velvet,5
51103,scurrying,5
48975,rigid,5
37356,minefield,5
17389,directx,5
48104,renounced,5
27783,hookup,5
28035,hrs,5
48063,renaming,5
39245,navratilova,5
937,260m,5
50153,salinger,5
13728,confounding,5
48032,remix,5
27369,himalayas,5
1000,286,5
38013,montclair,5
27517,hoaxers,5
49340,rollercoaster,5
13726,confounded,5
26907,heckling,5
27518,hoaxes,5
63478,wobbling,5
15791,datamonitor,5
50149,salim,5
49336,rolle,5
37938,moncton,5
13809,conner,5
14976,critter,5
13807,connell,5
37318,milpitas,5
49940,saber,5
39250,nawabshah,5
13786,conjures,5
2876,accolades,5
17493,discontinues,5
63754,wresting,5
48683,revel,5
26929,heel,5
13778,congresswoman,5
14988,croats,5
28742,imbroglio,5
13737,confuse,5
51393,selfish,5
47934,relentlessly,5
3408,aether,5
15949,dealmakers,5
26780,headphones,5
15065,crowding,5
60605,unsettle,5
38406,moyo,5
61168,valentine,5
13095,colluded,5
37998,monoxide,5
38780,muslimeen,5
17846,divestitures,5
16039,deceit,5
51693,severing,5
49103,riverboat,5
51699,sevlie,5
2662,abductees,5
47799,reindeer,5
60607,unsettles,5
47825,reinsurance,5
2994,acne,5
51646,seti,5
38478,mts,5
13225,comforts,5
13223,comforting,5
51601,sermons,5
13199,comebacks,5
15923,deadlier,5
61166,valenti,5
51622,serviceable,5
16528,demoralised,5
49075,ritchie,5
13177,combinations,5
38466,mt,5
27661,homebuilding,5
13174,combatting,5
16072,deciphering,5
13068,colleen,5
28095,huff,5
29029,incensed,5
3144,additionally,5
26738,hdi,5
51776,shaded,5
49161,roadshows,5
49111,riveted,5
47728,regretted,5
15990,deborah,5
29072,incompatibility,5
12981,coherent,5
63574,woolly,5
36960,metzger,5
17938,dobbs,5
12964,cofounder,5
50016,safehouse,5
2978,acidic,5
17953,docs,5
38451,msg,5
16036,decaying,5
12994,coinciding,5
47782,reigniting,5
907,253,5
13050,collars,5
50040,sagan,5
15960,dearborn,5
47790,reimbursements,5
15103,crumbles,5
17883,dizzy,5
17894,djtc,5
13029,coll,5
3555,aggravate,5
47779,reignite,5
29050,incited,5
17890,djibouti,5
51750,sgp,5
17800,disturbances,5
37071,microelectronics,5
60748,update9,5
51448,sempra,5
3438,affiliation,5
16146,decriminalise,5
16143,decried,5
13429,compiling,5
50113,salaam,5
3444,affirming,5
39364,ned,5
38360,mouthed,5
17720,dissected,5
38361,mouthful,5
796,211,5
63456,wmb,5
28117,huizenga,5
60713,unwired,5
13374,companywide,5
37142,midgley,5
17704,disrepute,5
888,247,5
38353,moussaoui,5
28855,imperiled,5
28123,hulme,5
51424,semiautomatic,5
38536,mukata,5
26847,heartening,5
16221,defenceman,5
15861,dawns,5
17681,disposed,5
13470,compliments,5
28867,imphal,5
49251,rocketeers,5
17699,disquiet,5
13467,compliment,5
13465,complied,5
13460,complicating,5
51489,sensed,5
26818,heaping,5
47873,rejoining,5
15881,dazzle,5
3481,afoul,5
15050,crosstown,5
49057,risers,5
16107,decoma,5
49987,saddled,5
16103,decode,5
27363,hilt,5
16098,decliners,5
51558,sequentially,5
2961,achievable,5
13253,commemorating,5
28965,imran,5
13251,commemorated,5
51580,serge,5
15912,ddr2,5
3479,afoot,5
2951,aced,5
2999,acoustic,5
38368,movable,5
51493,senses,5
47869,rejoices,5
60707,unwieldy,5
49025,ringside,5
2885,accompanies,5
60703,unwavering,5
38370,moveable,5
51519,sentiments,5
16138,decree,5
63590,worded,5
13337,communicating,5
48744,revlon,5
60699,unwary,5
883,243,5
48136,reorganisation,5
27796,hoosier,5
13909,constable,5
37688,mkt,5
3229,admirably,5
16739,deryck,5
48846,riaz,5
28400,iain,5
3232,admiration,5
14515,councilor,5
14513,councillors,5
27168,herra,5
48435,resorting,5
3237,admires,5
50596,sby,5
38162,morph,5
14495,coughed,5
28415,ibanez,5
774,209,5
27981,housewares,5
15493,cynics,5
27165,heroism,5
28391,iac,5
50483,saturated,5
63629,workshops,5
38070,moonlit,5
929,25million,5
48446,respectful,5
16400,delightful,5
16998,devouring,5
60952,usair,5
49626,rpm,5
15465,cyberterrorism,5
49589,rowe,5
37709,mmo,5
50531,savant,5
50555,savour,5
760,2030,5
48854,ribbons,5
15503,cyril,5
48842,riad,5
37623,mistral,5
49523,rotten,5
27142,herkimer,5
16369,delete,5
49513,roth,5
14816,crb,5
39014,namco,5
15550,dahlan,5
28459,icd,5
17064,dialed,5
63619,workloads,5
15272,cumbie,5
50711,schaefer,5
27878,hose,5
28216,hurrah,5
63544,woodard,5
50677,scattering,5
27996,howards,5
50607,scalability,5
37626,mistreatment,5
14486,cotter,5
37649,mitigate,5
50631,scampered,5
15531,dade,5
48431,resonated,5
28233,hurtled,5
17026,dh,5
28232,hurtle,5
751,2016,5
14428,corvette,5
27888,hospice,5
37630,mistrust,5
27273,hideous,5
14424,corua,5
38689,muppets,5
49663,ruano,5
16986,devon,5
51091,sculls,5
49770,rummage,5
16810,despaigne,5
50411,sargent,5
16837,destabilizing,5
2833,accelerator,5
15369,custard,5
60948,usable,5
16877,detector,5
37785,modell,5
49744,ruining,5
16884,detergent,5
14686,coyle,5
14684,coy,5
27240,hgst,5
16888,deteriorates,5
38710,murderous,5
14702,cpn,5
48792,reykjavik,5
49732,rug,5
15347,curtains,5
37822,modo,5
49801,runtime,5
50365,santucci,5
60935,us7,5
49791,rung,5
27230,heynckes,5
63682,worthless,5
28287,hv71,5
14716,crabtree,5
48547,resurrected,5
15332,curriculum,5
48541,resurfaces,5
61276,varieties,5
16827,despondent,5
48789,rexel,5
50429,sarwan,5
28315,hydropower,5
14616,courted,5
28325,hynes,5
50449,satan,5
15434,cybercafe,5
16409,delist,5
37764,mobley,5
37757,mobilizes,5
63625,workplaces,5
15309,cured,5
49143,rna,5
14625,courtrooms,5
37835,mofa,5
16962,deveny,5
37838,moffett,5
38155,moro,5
27256,hiccups,5
38881,myles,5
48478,restarts,5
27247,hibbett,5
48503,restrain,5
48838,rhythms,5
27197,hesitation,5
48787,rewrote,5
14667,cowart,5
50443,sasol,5
16800,desist,5
27190,herzliya,5
48562,retails,5
16936,dev,5
16937,devaluation,5
49730,ruffling,5
15313,curing,5
48785,rewriting,5
28323,hymowitz,5
3207,adjusters,5
27183,hertrich,5
17069,dialler,5
48392,reshuffling,5
49496,rostov,5
48213,replicas,5
27841,horne,5
853,231,5
50934,scorned,5
49436,roque,5
15620,damme,5
14132,convening,5
48207,replays,5
27023,helper,5
48757,revolutionised,5
14921,criminalise,5
37455,mints,5
28607,ign,5
60817,upsnap,5
39142,nat,5
28618,ignominious,5
14147,converse,5
16282,deflected,5
15633,dampens,5
61104,v8,5
14186,cooke,5
48259,reprimand,5
14901,crewmembers,5
48256,repressive,5
37902,molineux,5
61361,vegetation,5
14912,cricketing,5
49999,sado,5
14172,convincingly,5
48240,repossess,5
27478,hive,5
48949,riga,5
17255,dilithium,5
48219,replies,5
27384,hindus,5
16246,deferring,5
49866,rutto,5
16707,derbyshire,5
37404,miniscule,5
13942,constraints,5
15669,dangles,5
14924,criminalizing,5
16241,defensively,5
27500,hmong,5
51055,scrooge,5
28163,humphead,5
39164,nationalism,5
27799,hooters,5
39171,nationalize,5
28265,hustled,5
63501,wolfowitz,5
15702,daoud,5
2930,accumulated,5
51088,scuffles,5
15654,dances,5
49415,roommate,5
48960,righteous,5
17310,diners,5
50991,scraping,5
15246,culminate,5
15232,cuisine,5
15638,damping,5
14027,contestant,5
14006,contemplates,5
13998,contaminants,5
16498,democratization,5
27826,hops,5
28650,iker,5
48750,revoking,5
48178,repel,5
38821,mutinous,5
63730,wrasse,5
37913,molyneux,5
16665,deposited,5
15258,cultivate,5
918,258th,5
28204,hurdler,5
38666,mundine,5
17112,dicey,5
27447,histories,5
37581,misplaced,5
27864,horseback,5
14325,cormier,5
27114,herb,5
48352,resell,5
15572,daisuke,5
16341,dejesus,5
49466,rosettanet,5
48350,researching,5
2778,abstain,5
14301,cordys,5
48340,rescuer,5
50756,schiphol,5
38211,moscone,5
50907,scooter,5
27124,hercules,5
50719,schaumburg,5
2785,abstracts,5
50721,schecter,5
50733,schein,5
48388,reshaping,5
37872,moisture,5
49495,rostock,5
14341,cornhuskers,5
63703,wows,5
27126,herded,5
38209,mosaic,5
48632,retrieved,5
63711,wpo,5
38850,mwai,5
15268,cum,5
14299,cords,5
16335,deivi,5
28506,idb,5
50809,schooling,5
17211,digicam,5
50876,scioscia,5
27070,hendry,5
27068,hendrik,5
14220,cooperates,5
50883,scobee,5
16322,degroot,5
14216,coop,5
51806,shaikh,5
50887,scofflaws,5
37515,miscalculation,5
3058,activates,5
14209,coolum,5
14207,coolly,5
48270,reprocessed,5
17198,digeo,5
15260,cultivating,5
14887,crestline,5
2775,absorbing,5
49465,rosetta,5
28515,ideally,5
28519,idefense,5
60838,upwardly,5
17129,dictate,5
48910,riddle,5
28529,identifications,5
28000,howes,5
16474,dementyeva,5
28198,huntington,5
50259,samurai,5
17172,dietz,5
16679,depress,5
63509,wolverine,5
3286,adriaen,5
42565,parlors,5
51815,shakers,5
34358,locke,5
31723,karolina,5
56647,synnex,5
59552,turnabout,5
4515,analyses,5
59544,turkmen,5
4521,analytical,5
7480,beers,5
7454,bedspreads,5
7445,bedouins,5
34308,loaned,5
7440,bedfellows,5
7438,bedeviled,5
56743,tacked,5
56753,taco,5
7411,beccan,5
56755,tacoma,5
7398,beauties,5
31794,kawasaki,5
7377,beatified,5
31800,kayaking,5
186,108th,5
34257,livorno,5
56835,tajik,5
31826,kcna,5
7324,bead,5
34245,livestate,5
34242,liverpools,5
59522,turbojet,5
7306,bda,5
56628,synchronize,5
56616,synagogue,5
8963,boomed,5
7570,belching,5
56407,swatches,5
4464,amritsar,5
56409,swathe,5
31597,kalbfell,5
7765,berg,5
31613,kalmykia,5
56430,sweating,5
7750,berard,5
4467,ams,5
204,10k,5
34467,longed,5
64322,yrs,5
7729,benni,5
34453,londons,5
7715,benhamou,5
7698,beneficial,5
7688,bends,5
59581,tut,5
7667,bemoaned,5
7666,bemoan,5
59577,tusks,5
56525,switchboard,5
31669,kapil,5
56534,swivel,5
56545,swoopes,5
56553,swords,5
31693,karate,5
34383,lodges,5
31703,kari,5
31844,keating,5
4544,anatolian,5
59517,turbocache,5
64373,yury,5
34121,liossia,5
64384,yuvraj,5
64386,yves,5
57082,tasmanian,5
34109,linuxinsider,5
57091,tasty,5
57098,tattered,5
31973,kerosene,5
34090,linkedin,5
34088,linkage,5
4580,andersen,5
57113,taunton,5
57134,taxed,5
64404,zabul,5
31998,keyarena,5
6981,barlow,5
32020,keystone,5
6957,bargained,5
6955,bares,5
6944,bardolino,5
59451,tullett,5
34029,lin,5
6933,barcelo,5
6931,barbuda,5
57246,techno,5
6922,barbed,5
57271,techtronic,5
57277,tecmo,5
6902,baradei,5
7130,basketbrawl,5
31946,kenyans,5
64383,yuval,5
34192,literal,5
34216,littering,5
59515,turbines,5
34212,litre,5
4547,anatomy,5
7281,bbl,5
56890,talisman,5
7277,bbdo,5
64374,yusa,5
34202,lithuanians,5
56915,tallying,5
7258,bays,5
56922,tamarine,5
56928,tamer,5
56930,tamest,5
57059,tartan,5
31882,keizer,5
31883,kejuan,5
34172,listens,5
56991,tantamount,5
31919,kenenisa,5
34149,liquids,5
57021,taquan,5
7168,bathroom,5
7165,bathing,5
31928,kennedys,5
7156,batasuna,5
31931,kenney,5
59486,tuneup,5
59610,tweaked,5
56403,swastika,5
31590,kaka,5
34792,lulled,5
31204,johannes,5
8636,blustery,5
8629,blurry,5
8610,bluffing,5
55609,stunts,5
55614,sturdy,5
55617,sturtze,5
8564,blossomed,5
34885,lv,5
31250,jonah,5
55656,subcontinent,5
8537,bloodless,5
55672,subhi,5
34872,lutz,5
8528,blond,5
8520,bloglines,5
8516,blogged,5
4328,ambivalence,5
59748,ubizen,5
55704,subordinates,5
8470,blip,5
8461,bling,5
31285,jostled,5
55759,substitution,5
8424,blender,5
8420,blemish,5
4342,amcc,5
8396,blazer,5
31318,joyner,5
34924,lynnfield,5
55554,stt,5
34929,lyons,5
55409,streamlining,5
8947,bookmaker,5
8942,bookies,5
8913,bonnie,5
31085,jibe,5
55357,strap,5
59867,ultralight,5
55383,strattera,5
55389,strawberry,5
8830,bollard,5
59857,ultima,5
8828,bolivians,5
55396,streaked,5
8815,bolden,5
8796,boilers,5
55547,strut,5
298,128mb,5
8790,boi,5
55439,stressful,5
34998,machen,5
55450,stretford,5
8768,bogeyed,5
55462,striding,5
31147,jjb,5
8746,boeheim,5
59839,ulcers,5
55479,strine,5
55496,stripping,5
55510,stroked,5
4347,amds,5
55836,sudbury,5
34513,loonie,5
8362,bland,5
8037,bighorn,5
56186,suppressing,5
56238,surly,5
7967,bianchi,5
31522,jw,5
56270,surroundings,5
56276,surveying,5
56277,surveyor,5
7927,bfb,5
7922,beyonce,5
7917,bewildered,5
7915,bevy,5
4440,amortization,5
59634,twilight,5
64304,youri,5
7883,betrayal,5
56318,sustainability,5
34561,loreto,5
56327,sutter,5
7859,bestseller,5
7854,bestow,5
59624,twentieth,5
7850,bested,5
56344,svelte,5
34530,loosens,5
56374,swamping,5
7814,berra,5
7813,bernstein,5
34522,loops,5
8040,bigleys,5
56174,supportforce,5
8056,bikinis,5
64240,yonah,5
55863,suffocating,5
8314,blacklist,5
8305,blacked,5
55922,sulfur,5
55924,sulking,5
55928,sullied,5
4380,ameriquest,5
8247,biter,5
55959,summits,5
55964,summons,5
8227,biscayne,5
31401,juiced,5
55967,sumner,5
55995,sundin,5
64285,youd,5
31415,juliana,5
8186,bioterrorism,5
34679,lpg,5
56051,superbly,5
56078,superferry,5
56093,superintendent,5
31445,juncker,5
8126,binyamin,5
64258,yorker,5
56133,superstition,5
64269,yorks,5
8066,bilingual,5
64281,yoshinori,5
6894,baqouba,5
59441,tuition,5
57304,teetered,5
32732,kumari,5
58434,tomatoes,5
58438,tomcat,5
4838,antal,5
5690,aspiration,5
58465,toner,5
33354,layton,5
58467,toney,5
58473,tonic,5
5670,askjeeves,5
5669,askj,5
58477,tonique,5
58478,tonne,5
4849,antegren,5
32673,kristin,5
4851,antelope,5
58508,toothfish,5
64594,zimbabweans,5
64600,zina,5
58522,topless,5
58525,toppan,5
5599,asefi,5
58560,tormented,5
5582,ascend,5
32710,kudos,5
32711,kudrin,5
5580,asbury,5
58577,torrents,5
5558,arundel,5
5550,arturo,5
58433,tomato,5
32648,kremer,5
58414,tolerated,5
58284,titleholder,5
80,054,5
33482,lectures,5
58210,tingling,5
32559,koren,5
4801,ano,5
58219,tinkers,5
5898,athanasia,5
5895,ath,5
58264,tis,5
58265,tiscali,5
32586,kostelic,5
5853,astronautical,5
32592,kota,5
32601,koukalova,5
32633,krasner,5
58301,tj,5
5832,astonishingly,5
58306,tko,5
58320,tm8800,5
58336,toads,5
33409,leaguer,5
32622,kph,5
4821,ansa,5
33405,leaflets,5
58349,toc,5
4825,anselm,5
64572,zhukov,5
58360,toddlers,5
58602,toseland,5
33277,laurels,5
58177,timers,5
5530,artifact,5
5198,arar,5
58910,translating,5
32892,lacy,5
58921,transmitter,5
4939,antoni,5
5158,apwg,5
4944,antony,5
59094,triad,5
5137,appropriations,5
64672,zte,5
5123,apprehension,5
5089,applicant,5
58997,trawler,5
58999,trawling,5
59009,treading,5
64694,zy,5
64695,zydrunas,5
59010,treadmill,5
33019,lancaster,5
64699,zz,5
59012,treads,5
5036,appalachian,5
59027,treaties,5
5009,aplenty,5
5008,apj,5
33003,lamp,5
32998,lamond,5
32981,lambasts,5
4992,apc,5
33107,lanxess,5
5252,archived,5
58843,trampled,5
33216,latitude,5
33275,laureates,5
58626,totalled,5
4869,antibiotics,5
5492,arsenic,5
58648,touchline,5
32752,kuranyi,5
58649,touchscreen,5
58655,toughening,5
59153,trilby,5
33248,laugher,5
58705,towing,5
58718,towson,5
5396,arminia,5
33207,latifiya,5
58842,trample,5
32804,kwok,5
59134,trickling,5
33186,lasts,5
5359,arjen,5
59132,trickled,5
58767,tracksuits,5
58769,tract,5
5342,arisen,5
4916,antiquity,5
58817,trailblazing,5
5294,argentaria,5
5292,aretz,5
4926,antiterrorism,5
32540,kool,5
32536,kookaburras,5
33985,lilac,5
33751,levies,5
57466,tenants,5
57470,tended,5
6685,balaji,5
33891,lieut,5
6680,baku,5
4647,angela,5
57489,teng,5
6666,bake,5
6659,baja,5
32208,kindergarten,5
6641,bailing,5
6630,baidu,5
57523,terabytes,5
6625,bahraini,5
4654,angelito,5
6610,bagshot,5
57545,terminates,5
33830,liberian,5
33815,liberalism,5
59370,tsg,5
33796,liam,5
57636,testosterone,5
57654,tewksbury,5
57656,texaco,5
6496,backfired,5
57666,texting,5
57678,tgt,5
32282,kissed,5
32284,kissing,5
32178,kilograms,5
64463,zap2it,5
32174,kiln,5
32130,kidnapper,5
6862,bankroll,5
33980,likhovtseva,5
59432,tufano,5
33974,likeness,5
6846,banished,5
32102,kibaki,5
32108,kickback,5
57365,telemarketer,5
143,100km,5
6803,bandages,5
57388,telestream,5
64433,zajec,5
32125,kidman,5
57411,tellers,5
57461,tempts,5
6765,ballyhooed,5
32139,kidwa,5
6759,ballpoint,5
32142,kiely,5
57425,temblor,5
6739,ballesteros,5
57433,tempel,5
57444,tempest,5
6723,balkenende,5
4642,anf,5
6707,baldness,5
33903,lifeless,5
64457,zander,5
33763,lew,5
32300,kitten,5
33502,leeway,5
6448,babcock,5
6199,automaking,5
33632,lenient,5
57970,throats,5
33627,lengthened,5
57983,throughput,5
32442,knox,5
32445,knuckleball,5
58033,thunderstorm,5
6119,ausmus,5
6103,auld,5
58057,tiananmen,5
59278,trove,5
32469,koeman,5
33582,leia,5
6075,audited,5
64535,zenit,5
33572,legoland,5
58111,tiffee,5
6036,atwitter,5
6029,attributing,5
6028,attributes,5
58129,tightness,5
58133,tijuana,5
33535,legalizing,5
33533,legalized,5
4781,annoyed,5
5964,atta,5
5963,att,5
33509,lefthanded,5
6205,automating,5
4727,anju,5
4724,anita,5
57871,thirsty,5
32310,kjus,5
33728,leveling,5
6430,azzurri,5
6425,azul,5
33714,lettuce,5
57770,theodore,5
6405,azahari,5
32337,kleptocracy,5
64502,zealander,5
57809,theses,5
57820,thewashington,5
57863,thinned,5
4703,anigo,5
57887,thome,5
59300,trudging,5
33666,leprechaun,5
32384,knell,5
59321,trumpeting,5
6281,averts,5
6276,averse,5
57906,thoroughbreds,5
6272,averages,5
33646,lenton,5
33644,lensworth,5
57933,thrashes,5
4718,anime,5
4720,animosity,5
64522,zellner,5
35113,maggert,5
35117,magglio,5
12926,codecs,5
52913,skewed,5
60363,uninformed,5
11726,charger,5
11718,charcoal,5
11668,changers,5
52970,skit,5
29720,instances,5
63874,wynn,5
29729,instigating,5
60346,uniformed,5
29740,instituted,5
60335,unicenter,5
11598,chalked,5
53018,skyward,5
53021,skyway,5
36357,mcmillan,5
36356,mcmichael,5
29766,insulation,5
11572,chagrin,5
53048,slander,5
63882,x1,5
53078,slaves,5
63884,x2014,5
53079,slavkov,5
36334,mckie,5
53082,slayer,5
3830,akihito,5
53104,sleepless,5
53119,slesarenko,5
11477,centurion,5
63865,wwzn,5
36401,mea,5
31052,jeweler,5
60366,uninspired,5
52660,simcity,5
52683,simone,5
11967,chevron,5
3752,airgo,5
11955,chesnot,5
36488,mediacorp,5
29575,innate,5
36481,medfield,5
11910,chemists,5
52748,singhs,5
52750,singingfish,5
11900,chelseas,5
11897,chelios,5
29599,innovator,5
52784,sinotrans,5
36461,meche,5
36457,mechanisms,5
52795,siphoning,5
11862,cheeks,5
36451,mechanic,5
11859,chee,5
29623,inquest,5
52817,sis,5
11834,checa,5
63859,wwi,5
36430,measurable,5
545,1900,5
60372,uninterrupted,5
11744,charlestown,5
60317,unhcr,5
63894,x850,5
11466,centrica,5
11459,centrally,5
11272,cavernous,5
11259,cavalcade,5
29933,interminable,5
36163,maze,5
29937,intermittently,5
11249,caustic,5
53309,smelling,5
11234,catwoman,5
11222,cato,5
60264,unfancied,5
53339,smoker,5
36136,mayan,5
11205,catfish,5
29983,interrogated,5
53373,smt5600,5
11151,cataclysmic,5
11145,casually,5
53406,snails,5
30016,interventions,5
11103,cassatt,5
30019,interviewer,5
11096,caskets,5
36089,mauled,5
36088,maul,5
53465,snickers,5
30041,intimidate,5
53472,sniffs,5
36065,matthias,5
11054,carvings,5
11275,caviar,5
29918,interiors,5
53282,smartly,5
3853,alamosa,5
53142,slideshows,5
11456,centralize,5
60313,unhappiness,5
36284,mcg,5
36278,mcewen,5
29833,intels,5
53157,slimmest,5
53158,slimming,5
60293,unfriendly,5
36269,mcdougall,5
36267,mcdonnell,5
53185,slog,5
36263,mcdermott,5
11391,cellmark,5
53278,smartest,5
60284,unforeseen,5
36234,mccline,5
53223,slr,5
11350,ceded,5
36225,mccarville,5
29887,interconnect,5
53234,slugs,5
11339,cebit,5
60280,unfolded,5
53245,slung,5
11315,cctv,5
47700,regimes,5
36205,mcammond,5
36502,medic,5
52655,sim,5
60394,unitas,5
52198,shivers,5
52047,shenanigans,5
52050,shenzhen,5
52053,shepard,5
12678,clipper,5
3608,agonisingly,5
603,1950,5
52069,sherpao,5
12653,clincher,5
29223,individually,5
3613,agonizingly,5
36824,merriman,5
12634,clifton,5
12633,cliffs,5
52097,shied,5
12625,clie,5
52112,shih,5
29247,inducing,5
12603,clerk,5
60508,unpredictable,5
29253,induction,5
12591,clements,5
52150,shinobu,5
12575,clearinghouse,5
52159,shipbuilders,5
60499,unpiloted,5
3636,agribusiness,5
12545,claws,5
52177,shipyard,5
52183,shirley,5
29199,indigenously,5
12688,cloak,5
52044,shelving,5
60568,unrivaled,5
51857,shampoo,5
12908,cocktail,5
60591,unsealed,5
12899,cock,5
36925,methodically,5
12889,coburn,5
12886,cobol,5
51907,shareef,5
12865,coating,5
60576,unsanctioned,5
51923,sharif,5
29138,indebtedness,5
60569,unrivalled,5
51939,sharpe,5
12700,clog,5
51941,sharpened,5
51942,sharpening,5
60558,unrepentant,5
51952,shas,5
617,1961,5
51983,shay,5
36882,metall,5
60553,unreliability,5
60549,unregulated,5
60544,unrecognized,5
12734,clots,5
609,1955,5
12727,clot,5
29289,ineligible,5
29304,inexorably,5
52624,silhouette,5
12487,clarence,5
12245,chunghwa,5
12241,chump,5
29441,infrastructures,5
29449,infringers,5
29450,infringes,5
52504,sickening,5
12168,chorzow,5
12162,choreographed,5
29465,inge,5
52529,sidestepping,5
52557,sifted,5
36558,megabit,5
29495,inhale,5
12107,chl,5
29500,inherent,5
567,1920,5
29505,inheriting,5
36540,meekly,5
36526,medquist,5
60410,universally,5
63814,wsh,5
29517,inhumane,5
12077,chipping,5
12073,chipmaking,5
3731,airbase,5
52603,signup,5
12052,chimps,5
52618,silences,5
12035,chileans,5
3688,aic,5
36659,melted,5
52385,shrewsbury,5
12381,cit,5
36750,mentioning,5
52219,shockingly,5
52229,shoemaker,5
29317,infancy,5
12469,clancy,5
12465,clamps,5
12458,clamoring,5
12457,clamor,5
12440,claiborne,5
29345,infesting,5
52287,shortening,5
12390,citi,5
60451,unloved,5
585,1936,5
578,1930,5
12374,ciscos,5
60450,unlocks,5
60448,unlocked,5
52309,shota,5
12363,circumvent,5
29378,inflating,5
582,1933,5
12328,cinven,5
60443,unload,5
29392,influencing,5
579,1930s,5
52361,showpiece,5
52371,shr,5
36056,matta,5
53526,snps,5
11028,cartagena,5
30821,jarrett,5
54752,standardized,5
30721,jalna,5
64100,yaser,5
4142,almanac,5
9579,brig,5
60002,uncharacteristic,5
54790,starband,5
35411,managua,5
9550,bridesmaid,5
54800,stare,5
64108,yassin,5
54814,starks,5
30763,janel,5
356,140m,5
4160,alogoskoufis,5
30776,janikowski,5
54836,startled,5
35380,mama,5
54839,startlingly,5
54853,stashed,5
54865,stately,5
59977,unbowed,5
9460,breathes,5
9450,breasted,5
35360,malnourished,5
30801,jaramillo,5
35356,malloy,5
9437,breakingviews,5
9431,breakdowns,5
9626,briskly,5
54742,stanchart,5
9630,bristling,5
60047,uncouple,5
35599,maputo,5
54503,sputnik,5
30606,izenberg,5
30608,izito,5
30612,izvestia,5
9852,bsa,5
30624,jaap,5
54555,squeaks,5
9841,bryants,5
30630,jabber,5
54583,sram,5
9798,bruin,5
54605,ssangyong,5
9770,broward,5
60012,uncluttered,5
60042,uncooperative,5
